split,anchor,same,different
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/carpet/id_05_20230523_155751.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_25_20230523_185701.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_14_20230524_100420.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/floor/id_14_20230524_100420.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/stairs/id_12_20230524_103655.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/cubblestone/id_16_20230524_101646.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/floor/id_14_20230524_100420.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/base/id_20_20230523_172400.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/base/id_29_20230523_171324.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/cubblestone/id_23_20230524_102734.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/base/id_17_20230523_171402.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/carpet/id_04_20230523_155614.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102044.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/floor/id_17_20230524_095738.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/floor/id_19_20230524_100938.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/cubblestone/id_23_20230524_102738.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/base/id_15_20230523_171939.jpg
train,data/TAMPAR/test/base/id_10_20230523_172734.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/base/id_23_20230523_172819.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/floor/id_11_20230523_191344.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/table/id_29_20230523_185214.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/base/id_23_20230523_172832.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_28_20230523_190013.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/base/id_26_20230523_172245.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/table/id_16_20230523_185740.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102048.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/base/id_14_20230523_172532.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/floor/id_21_20230523_190851.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/floor/id_21_20230523_190846.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/floor/id_21_20230523_190851.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/cubblestone/id_14_20230524_101945.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/table/id_29_20230523_185211.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/floor/id_26_20230523_191258.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/floor/id_11_20230524_101044.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/base/id_29_20230523_171310.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/table/id_20_20230523_185855.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/cubblestone/id_28_20230524_102153.jpg
train,data/TAMPAR/test/base/id_10_20230523_172737.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/base/id_29_20230523_171249.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/stairs/id_23_20230524_103807.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/base/id_20_20230523_172408.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/carpet/id_07_20230523_155527.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_21_20230524_102606.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_20_20230524_105147.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_21_20230523_184951.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/cubblestone/id_29_20230524_101714.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/cubblestone/id_26_20230524_102843.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/table/id_28_20230523_190023.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/base/id_18_20230523_171722.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/base/id_29_20230523_171245.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/base/id_23_20230523_172835.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/cubblestone/id_23_20230524_102734.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/base/id_26_20230523_172245.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/table/id_15_20230523_185431.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/base/id_16_20230523_172046.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/base/id_12_20230523_171540.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/cubblestone/id_28_20230524_102206.jpg
train,data/TAMPAR/test/base/id_10_20230523_172740.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/base/id_13_20230523_172020.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/table/id_11_20230523_185927.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/base/id_14_20230523_172509.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/base/id_17_20230523_171412.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/base/id_12_20230523_171600.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_14_20230523_191152.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_19_20230524_103916.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_21_20230523_184948.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/stairs/id_11_20230524_104429.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/base/id_23_20230523_172828.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/stairs/id_13_20230524_103714.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/floor/id_19_20230523_191552.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/table/id_17_20230523_185153.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102028.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/stairs/id_28_20230524_105014.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/cubblestone/id_11_20230524_102959.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/floor/id_19_20230524_100933.jpg
train,data/TAMPAR/test/base/id_10_20230523_172748.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/floor/id_16_20230523_191430.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/base/id_29_20230523_171256.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_13_20230524_103741.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_11_20230524_104434.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_25_20230523_185657.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/base/id_20_20230523_172418.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_17_20230523_185149.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/floor/id_18_20230524_095854.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/base/id_12_20230523_171543.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/table/id_14_20230523_185752.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/base/id_18_20230523_171722.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/cubblestone/id_26_20230524_102908.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/table/id_26_20230523_185025.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/base/id_26_20230523_172241.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/base/id_25_20230523_172614.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/base/id_16_20230523_172046.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/stairs/id_28_20230524_105014.jpg
train,data/TAMPAR/test/base/id_10_20230523_172754.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/table/id_14_20230523_185821.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_14_20230523_191152.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/cubblestone/id_13_20230524_102427.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_20_20230524_100733.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_18_20230524_104609.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/cubblestone/id_25_20230524_102048.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/floor/id_19_20230523_191557.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/base/id_23_20230523_172828.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/stairs/id_15_20230524_104326.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/table/id_13_20230523_185255.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/base/id_15_20230523_171917.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/floor/id_28_20230523_190627.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/floor/id_17_20230524_095738.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/table/id_18_20230523_185613.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,data/TAMPAR/test/stairs/id_25_20230524_104627.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,data/TAMPAR/test/floor/id_14_20230524_100408.jpg
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,data/TAMPAR/test/floor/id_29_20230523_191825.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_25_20230524_104627.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/base/id_19_20230523_172950.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/table/id_13_20230523_185255.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/stairs/id_28_20230524_105014.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/cubblestone/id_20_20230524_102624.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/stairs/id_25_20230524_104624.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,data/TAMPAR/test/base/id_28_20230523_172205.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,data/TAMPAR/test/table/id_25_20230523_185644.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,data/TAMPAR/test/cubblestone/id_17_20230524_102218.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,data/TAMPAR/test/cubblestone/id_11_20230524_102955.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,data/TAMPAR/test/base/id_11_20230523_171452.jpg
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,data/TAMPAR/test/table/id_21_20230523_184948.jpg
