image_path,label,split
TAMPAR/validation/base/id_00_20230512_102428_uvmap_pred.png,id_00,gallery
TAMPAR/validation/base/id_00_20230512_102302_uvmap_gt.png,id_00,gallery
TAMPAR/unlabeled/validation/carpet/id_00_20230523_155106.jpg,id_00,gallery
TAMPAR/validation/base/id_00_20230516_141309.jpg,id_00,gallery
TAMPAR/validation/base/id_00_20230516_141354.jpg,id_00,gallery
TAMPAR/validation/table/id_00_20230523_160533_uvmap_gt.png,id_00,gallery
TAMPAR/validation/gravel/id_00_20230523_162414_uvmap_pred.png,id_00,gallery
TAMPAR/validation/carpet/id_00_20230523_155115_uvmap_pred.png,id_00,gallery
TAMPAR/validation/gravel/id_00_20230523_162423.jpg,id_00,gallery
TAMPAR/validation/gravel/id_00_20230523_162403_uvmap_pred.png,id_00,gallery
TAMPAR/validation/carpet/id_00_20230523_155133_uvmap_gt.png,id_00,gallery
TAMPAR/validation/base/id_00_20230516_141321_uvmap_gt.png,id_00,gallery
TAMPAR/validation/table/id_00_20230523_160510_uvmap_gt.png,id_00,gallery
TAMPAR/validation/base/id_00_20230516_141332_uvmap_gt.png,id_00,gallery
TAMPAR/validation/table/id_00_20230523_160543.jpg,id_00,gallery
TAMPAR/validation/gravel/id_00_20230523_162419_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102353.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141332_uvmap_pred.png,id_00,query
TAMPAR/validation/table/id_00_20230523_160510_uvmap_pred.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102318_uvmap_gt.png,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155133_uvmap_pred.png,id_00,query
TAMPAR/validation/gravel/id_00_20230523_162423_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102313_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102428_uvmap_gt.png,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155115_uvmap_gt.png,id_00,query
TAMPAR/validation/table/id_00_20230523_160543_uvmap_gt.png,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155111.jpg,id_00,query
TAMPAR/validation/base/id_00_20230512_102417.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141401.jpg,id_00,query
TAMPAR/uvmaps/id_00_uvmap.png,id_00,query
TAMPAR/validation/base/id_00_20230516_141303.jpg,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155111_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230516_141309_uvmap_gt.png,id_00,query
TAMPAR/validation/gravel/id_00_20230523_162423_uvmap_pred.png,id_00,query
TAMPAR/validation/base/id_00_20230516_141321.jpg,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155115.jpg,id_00,query
TAMPAR/validation/table/id_00_20230523_160510.jpg,id_00,query
TAMPAR/unlabeled/validation/table/id_00_20230523_160518.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141332.jpg,id_00,query
TAMPAR/unlabeled/validation/table/id_00_20230523_160526.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141341_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230516_141314.jpg,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155133.jpg,id_00,query
TAMPAR/validation/base/id_00_20230512_102342.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141303_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230516_141303_uvmap_pred.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102328_uvmap_pred.png,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155122.jpg,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155059.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141354_uvmap_gt.png,id_00,query
TAMPAR/unlabeled/validation/gravel/id_00_20230523_162408.jpg,id_00,query
TAMPAR/validation/table/id_00_20230523_160547.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141314_uvmap_gt.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102328_uvmap_gt.png,id_00,query
TAMPAR/validation/table/id_00_20230523_160547_uvmap_pred.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102406.jpg,id_00,query
TAMPAR/validation/base/id_00_20230512_102313.jpg,id_00,query
TAMPAR/validation/table/id_00_20230523_160514.jpg,id_00,query
TAMPAR/unlabeled/validation/gravel/id_00_20230523_162354.jpg,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155059_uvmap_gt.png,id_00,query
TAMPAR/validation/carpet/id_00_20230523_155122_uvmap_gt.png,id_00,query
TAMPAR/validation/gravel/id_00_20230523_162419_uvmap_pred.png,id_00,query
TAMPAR/validation/gravel/id_00_20230523_162403.jpg,id_00,query
TAMPAR/validation/base/id_00_20230516_141401_uvmap_gt.png,id_00,query
TAMPAR/validation/table/id_00_20230523_160543_uvmap_pred.png,id_00,query
TAMPAR/validation/table/id_00_20230523_160514_uvmap_pred.png,id_00,query
TAMPAR/validation/base/id_00_20230512_102417_uvmap_pred.png,id_00,query
TAMPAR/validation/gravel/id_01_20230523_162507_uvmap_pred.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142115.jpg,id_01,gallery
TAMPAR/unlabeled/validation/table/id_01_20230523_160454.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142051_uvmap_pred.png,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155243_uvmap_pred.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142039.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142123.jpg,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162459.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142107.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142137_uvmap_pred.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160430_uvmap_gt.png,id_01,gallery
TAMPAR/unlabeled/validation/carpet/id_01_20230523_155234.jpg,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162449_uvmap_pred.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160451.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142051.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142129.jpg,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160437.jpg,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155229.jpg,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155249_uvmap_gt.png,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162449_uvmap_gt.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160443_uvmap_gt.png,id_01,gallery
TAMPAR/test/carpet/id_01_20230523_155255.jpg,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155239_uvmap_gt.png,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155249_uvmap_pred.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142051_uvmap_gt.png,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155243_uvmap_gt.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160437_uvmap_gt.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142727.jpg,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162456_uvmap_pred.png,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162459_uvmap_gt.png,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162452.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142652_uvmap_pred.png,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162452_uvmap_gt.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160430.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142727_uvmap_pred.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142137.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142647.jpg,id_01,gallery
TAMPAR/test/carpet/id_01_20230523_155234.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142652_uvmap_gt.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142046_uvmap_gt.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142137_uvmap_gt.png,id_01,gallery
TAMPAR/validation/carpet/id_01_20230523_155243.jpg,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160430_uvmap_pred.png,id_01,gallery
TAMPAR/validation/table/id_01_20230523_160440_uvmap_pred.png,id_01,gallery
TAMPAR/validation/gravel/id_01_20230523_162452_uvmap_pred.png,id_01,gallery
TAMPAR/unlabeled/validation/table/id_01_20230523_160447.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142046.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142029.jpg,id_01,gallery
TAMPAR/unlabeled/validation/gravel/id_01_20230523_162446.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142657.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142642_uvmap_pred.png,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142129_uvmap_pred.png,id_01,gallery
TAMPAR/unlabeled/validation/carpet/id_01_20230523_155255.jpg,id_01,gallery
TAMPAR/validation/base/id_01_20230516_142039_uvmap_pred.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155225.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142123_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142657_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142107_uvmap_gt.png,id_01,query
TAMPAR/validation/table/id_01_20230523_160443_uvmap_pred.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155239.jpg,id_01,query
TAMPAR/validation/table/id_01_20230523_160451_uvmap_pred.png,id_01,query
TAMPAR/unlabeled/validation/gravel/id_01_20230523_162503.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142039_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142647_uvmap_pred.png,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162456_uvmap_gt.png,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162449.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142029_uvmap_pred.png,id_01,query
TAMPAR/validation/table/id_01_20230523_160443.jpg,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162507_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142704.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142727_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142642.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142642_uvmap_gt.png,id_01,query
TAMPAR/validation/table/id_01_20230523_160437_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142710_uvmap_pred.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155225_uvmap_pred.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155225_uvmap_gt.png,id_01,query
TAMPAR/validation/table/id_01_20230523_160440.jpg,id_01,query
TAMPAR/validation/table/id_01_20230523_160440_uvmap_gt.png,id_01,query
TAMPAR/validation/table/id_01_20230523_160451_uvmap_gt.png,id_01,query
TAMPAR/unlabeled/validation/table/id_01_20230523_160434.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142652.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142710_uvmap_gt.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155229_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142029_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142115_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142046_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142704_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142107_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142710.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142720_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142720_uvmap_pred.png,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162507.jpg,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155229_uvmap_gt.png,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162456.jpg,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155249.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142720.jpg,id_01,query
TAMPAR/validation/base/id_01_20230516_142115_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142647_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142704_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142657_uvmap_gt.png,id_01,query
TAMPAR/uvmaps/id_01_uvmap.png,id_01,query
TAMPAR/validation/gravel/id_01_20230523_162459_uvmap_pred.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142129_uvmap_gt.png,id_01,query
TAMPAR/validation/base/id_01_20230516_142123_uvmap_gt.png,id_01,query
TAMPAR/validation/carpet/id_01_20230523_155239_uvmap_pred.png,id_01,query
TAMPAR/validation/table/id_02_20230523_160406_uvmap_gt.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162840_uvmap_pred.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155217_uvmap_gt.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155203_uvmap_gt.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141538_uvmap_gt.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155203_uvmap_pred.png,id_02,gallery
TAMPAR/validation/table/id_02_20230523_160402_uvmap_gt.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141529_uvmap_pred.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141534_uvmap_gt.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162840_uvmap_gt.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162832.jpg,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155200_uvmap_gt.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155200_uvmap_pred.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141529_uvmap_gt.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155217_uvmap_pred.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141518_uvmap_pred.png,id_02,gallery
TAMPAR/validation/table/id_02_20230523_160355_uvmap_pred.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162829_uvmap_pred.png,id_02,gallery
TAMPAR/test/carpet/id_02_20230523_155155.jpg,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162836.jpg,id_02,gallery
TAMPAR/unlabeled/validation/table/id_02_20230523_160423.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141534_uvmap_pred.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162825_uvmap_gt.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141515_uvmap_pred.png,id_02,gallery
TAMPAR/validation/table/id_02_20230523_160411_uvmap_gt.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141525.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141548.jpg,id_02,gallery
TAMPAR/validation/table/id_02_20230523_160406.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141508.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141515.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141538_uvmap_pred.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141525_uvmap_gt.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141541_uvmap_pred.png,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155210.jpg,id_02,gallery
TAMPAR/validation/carpet/id_02_20230523_155152.jpg,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162836_uvmap_gt.png,id_02,gallery
TAMPAR/validation/gravel/id_02_20230523_162829_uvmap_gt.png,id_02,gallery
TAMPAR/validation/table/id_02_20230523_160414.jpg,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141508_uvmap_pred.png,id_02,gallery
TAMPAR/validation/base/id_02_20230523_141508_uvmap_gt.png,id_02,query
TAMPAR/unlabeled/validation/table/id_02_20230523_160359.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155217.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155152_uvmap_pred.png,id_02,query
TAMPAR/validation/base/id_02_20230523_141541_uvmap_gt.png,id_02,query
TAMPAR/validation/base/id_02_20230523_141525_uvmap_pred.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160406_uvmap_pred.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160402_uvmap_pred.png,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155210_uvmap_gt.png,id_02,query
TAMPAR/validation/base/id_02_20230523_141529.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141515_uvmap_gt.png,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162832_uvmap_pred.png,id_02,query
TAMPAR/validation/base/id_02_20230523_141548_uvmap_pred.png,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162840.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141538.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141518.jpg,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162832_uvmap_gt.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160355_uvmap_gt.png,id_02,query
TAMPAR/unlabeled/validation/carpet/id_02_20230523_155155.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141534.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155210_uvmap_pred.png,id_02,query
TAMPAR/uvmaps/id_02_uvmap.png,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162825_uvmap_pred.png,id_02,query
TAMPAR/validation/base/id_02_20230523_141541.jpg,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162829.jpg,id_02,query
TAMPAR/validation/table/id_02_20230523_160414_uvmap_pred.png,id_02,query
TAMPAR/unlabeled/validation/gravel/id_02_20230523_162844.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141518_uvmap_gt.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160411_uvmap_pred.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160411.jpg,id_02,query
TAMPAR/validation/table/id_02_20230523_160414_uvmap_gt.png,id_02,query
TAMPAR/unlabeled/validation/gravel/id_02_20230523_162848.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155203.jpg,id_02,query
TAMPAR/validation/base/id_02_20230523_141548_uvmap_gt.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160402.jpg,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162836_uvmap_pred.png,id_02,query
TAMPAR/validation/table/id_02_20230523_160355.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155152_uvmap_gt.png,id_02,query
TAMPAR/validation/gravel/id_02_20230523_162825.jpg,id_02,query
TAMPAR/validation/carpet/id_02_20230523_155200.jpg,id_02,query
TAMPAR/validation/base/id_03_20230523_141739.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160710.jpg,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141735.jpg,id_03,gallery
TAMPAR/unlabeled/validation/gravel/id_03_20230523_162910.jpg,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141753.jpg,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141745_uvmap_gt.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141739_uvmap_pred.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162905_uvmap_pred.png,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160643.jpg,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141804_uvmap_pred.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162905_uvmap_gt.png,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155728_uvmap_pred.png,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155726.jpg,id_03,gallery
TAMPAR/unlabeled/validation/table/id_03_20230523_160650.jpg,id_03,gallery
TAMPAR/unlabeled/validation/table/id_03_20230523_160640.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160706_uvmap_gt.png,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155655_uvmap_gt.png,id_03,gallery
TAMPAR/unlabeled/validation/carpet/id_03_20230523_155707.jpg,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162924.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160710_uvmap_gt.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162929_uvmap_gt.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162929.jpg,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141758_uvmap_pred.png,id_03,gallery
TAMPAR/test/carpet/id_03_20230523_155707.jpg,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155726_uvmap_gt.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141758.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160706.jpg,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155712_uvmap_pred.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162930_uvmap_pred.png,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160643_uvmap_pred.png,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160706_uvmap_pred.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141749_uvmap_gt.png,id_03,gallery
TAMPAR/uvmaps/id_03_uvmap.png,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155655.jpg,id_03,gallery
TAMPAR/unlabeled/validation/gravel/id_03_20230523_162934.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160657_uvmap_pred.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141753_uvmap_pred.png,id_03,gallery
TAMPAR/validation/gravel/id_03_20230523_162924_uvmap_pred.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141758_uvmap_gt.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141749.jpg,id_03,gallery
TAMPAR/validation/table/id_03_20230523_160710_uvmap_pred.png,id_03,gallery
TAMPAR/validation/carpet/id_03_20230523_155728_uvmap_gt.png,id_03,gallery
TAMPAR/validation/base/id_03_20230523_141809_uvmap_gt.png,id_03,gallery
TAMPAR/unlabeled/validation/carpet/id_03_20230523_155640.jpg,id_03,query
TAMPAR/unlabeled/validation/gravel/id_03_20230523_162920.jpg,id_03,query
TAMPAR/validation/base/id_03_20230523_141800.jpg,id_03,query
TAMPAR/validation/gravel/id_03_20230523_162914_uvmap_pred.png,id_03,query
TAMPAR/validation/carpet/id_03_20230523_155655_uvmap_pred.png,id_03,query
TAMPAR/validation/table/id_03_20230523_160657.jpg,id_03,query
TAMPAR/validation/gravel/id_03_20230523_162914.jpg,id_03,query
TAMPAR/validation/table/id_03_20230523_160701_uvmap_pred.png,id_03,query
TAMPAR/validation/base/id_03_20230523_141800_uvmap_gt.png,id_03,query
TAMPAR/unlabeled/validation/table/id_03_20230523_160646.jpg,id_03,query
TAMPAR/validation/base/id_03_20230523_141804.jpg,id_03,query
TAMPAR/unlabeled/validation/carpet/id_03_20230523_155646.jpg,id_03,query
TAMPAR/validation/base/id_03_20230523_141809_uvmap_pred.png,id_03,query
TAMPAR/validation/carpet/id_03_20230523_155651_uvmap_gt.png,id_03,query
TAMPAR/validation/carpet/id_03_20230523_155651.jpg,id_03,query
TAMPAR/validation/base/id_03_20230523_141809.jpg,id_03,query
TAMPAR/validation/gravel/id_03_20230523_162914_uvmap_gt.png,id_03,query
TAMPAR/unlabeled/validation/gravel/id_03_20230523_162901.jpg,id_03,query
TAMPAR/validation/gravel/id_03_20230523_162924_uvmap_gt.png,id_03,query
TAMPAR/validation/table/id_03_20230523_160701.jpg,id_03,query
TAMPAR/validation/carpet/id_03_20230523_155726_uvmap_pred.png,id_03,query
TAMPAR/validation/table/id_03_20230523_160657_uvmap_gt.png,id_03,query
TAMPAR/validation/base/id_03_20230523_141804_uvmap_gt.png,id_03,query
TAMPAR/validation/carpet/id_03_20230523_155728.jpg,id_03,query
TAMPAR/validation/base/id_03_20230523_141745_uvmap_pred.png,id_03,query
TAMPAR/validation/base/id_03_20230523_141735_uvmap_gt.png,id_03,query
TAMPAR/validation/table/id_03_20230523_160643_uvmap_gt.png,id_03,query
TAMPAR/test/carpet/id_03_20230523_155646.jpg,id_03,query
TAMPAR/validation/gravel/id_03_20230523_162930_uvmap_gt.png,id_03,query
TAMPAR/test/carpet/id_03_20230523_155640.jpg,id_03,query
