split,path_a,path_b,label
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/base/id_10_20230523_172759.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102501.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102505.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102512.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/cubblestone/id_10_20230524_102523.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/floor/id_10_20230523_192025.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/stairs/id_10_20230524_104528.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/table/id_10_20230523_185505.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/table/id_10_20230523_185508.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/table/id_10_20230523_185512.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100228.jpg,data/TAMPAR/test/table/id_10_20230523_185517.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/floor/id_10_20230524_100254.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/stairs/id_10_20230524_104508.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/stairs/id_10_20230524_104512.jpg,1
train,data/TAMPAR/test/floor/id_10_20230524_100239.jpg,data/TAMPAR/test/stairs/id_10_20230524_104524.jpg,1
