split,path_anchor,positive_path,negative_path
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_155111.jpg,data/TAMPAR/id_05_20230523_141434.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_155115.jpg,data/TAMPAR/id_13_20230523_172020.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_155122.jpg,data/TAMPAR/id_21_20230524_102548.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_155133.jpg,data/TAMPAR/id_15_20230524_095948.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160510.jpg,data/TAMPAR/id_13_20230523_191733.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160514.jpg,data/TAMPAR/id_12_20230523_191117.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160518.jpg,data/TAMPAR/id_09_20230523_162755.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160526.jpg,data/TAMPAR/id_28_20230524_102203.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160533.jpg,data/TAMPAR/id_24_20230524_100105.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160538.jpg,data/TAMPAR/id_26_20230523_185044.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160543.jpg,data/TAMPAR/id_15_20230523_171925.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_160547.jpg,data/TAMPAR/id_10_20230524_104528.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162354.jpg,data/TAMPAR/id_13_20230524_102420.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162359.jpg,data/TAMPAR/id_20_20230524_105135.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162403.jpg,data/TAMPAR/id_24_20230524_100115.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162408.jpg,data/TAMPAR/id_12_20230524_095709.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162414.jpg,data/TAMPAR/id_25_20230524_102044.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162419.jpg,data/TAMPAR/id_10_20230524_104520.jpg
train,data/TAMPAR/id_00_20230512_102302.jpg,data/TAMPAR/id_00_20230523_162423.jpg,data/TAMPAR/id_28_20230523_172201.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_20_20230523_185907.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_03_20230523_155655.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_02_20230523_162825.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102353.jpg,data/TAMPAR/id_12_20230523_191121.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102406.jpg,data/TAMPAR/id_26_20230524_102850.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102417.jpg,data/TAMPAR/id_18_20230524_095906.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230512_102428.jpg,data/TAMPAR/id_20_20230523_172403.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141303.jpg,data/TAMPAR/id_25_20230523_172603.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141309.jpg,data/TAMPAR/id_21_20230524_104817.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141314.jpg,data/TAMPAR/id_13_20230524_103722.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141321.jpg,data/TAMPAR/id_18_20230524_095854.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141332.jpg,data/TAMPAR/id_26_20230524_104339.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141341.jpg,data/TAMPAR/id_23_20230524_103826.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141354.jpg,data/TAMPAR/id_24_20230523_171637.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141401.jpg,data/TAMPAR/id_10_20230523_185517.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230516_141419.jpg,data/TAMPAR/id_16_20230523_172113.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155059.jpg,data/TAMPAR/id_14_20230523_191152.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155106.jpg,data/TAMPAR/id_24_20230523_185546.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155111.jpg,data/TAMPAR/id_06_20230523_155318.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155115.jpg,data/TAMPAR/id_27_20230524_102346.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155122.jpg,data/TAMPAR/id_01_20230516_142115.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_155133.jpg,data/TAMPAR/id_21_20230523_184958.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160510.jpg,data/TAMPAR/id_06_20230523_155318.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160514.jpg,data/TAMPAR/id_16_20230523_172106.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160518.jpg,data/TAMPAR/id_29_20230523_171305.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160526.jpg,data/TAMPAR/id_24_20230523_191938.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160533.jpg,data/TAMPAR/id_10_20230523_172737.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160538.jpg,data/TAMPAR/id_03_20230523_141809.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160543.jpg,data/TAMPAR/id_29_20230524_100208.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_160547.jpg,data/TAMPAR/id_23_20230524_103821.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162354.jpg,data/TAMPAR/id_12_20230524_095716.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162359.jpg,data/TAMPAR/id_27_20230523_172649.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162403.jpg,data/TAMPAR/id_08_20230523_141151.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162408.jpg,data/TAMPAR/id_14_20230524_101941.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162414.jpg,data/TAMPAR/id_18_20230523_191017.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162419.jpg,data/TAMPAR/id_04_20230523_141248.jpg
train,data/TAMPAR/id_00_20230512_102313.jpg,data/TAMPAR/id_00_20230523_162423.jpg,data/TAMPAR/id_29_20230523_171301.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_13_20230523_191725.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_21_20230524_104748.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102353.jpg,data/TAMPAR/id_20_20230524_100724.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102406.jpg,data/TAMPAR/id_16_20230523_185716.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102417.jpg,data/TAMPAR/id_07_20230523_160807.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230512_102428.jpg,data/TAMPAR/id_10_20230524_100257.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141303.jpg,data/TAMPAR/id_29_20230524_101708.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141309.jpg,data/TAMPAR/id_03_20230523_160650.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141314.jpg,data/TAMPAR/id_29_20230523_185232.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141321.jpg,data/TAMPAR/id_18_20230523_171737.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141332.jpg,data/TAMPAR/id_01_20230523_162446.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141341.jpg,data/TAMPAR/id_10_20230523_192039.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141354.jpg,data/TAMPAR/id_10_20230523_192035.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141401.jpg,data/TAMPAR/id_28_20230523_172138.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230516_141419.jpg,data/TAMPAR/id_06_20230523_141649.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155059.jpg,data/TAMPAR/id_29_20230523_171240.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155106.jpg,data/TAMPAR/id_27_20230524_100042.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155111.jpg,data/TAMPAR/id_02_20230523_141525.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155115.jpg,data/TAMPAR/id_11_20230524_102931.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155122.jpg,data/TAMPAR/id_12_20230523_191129.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_155133.jpg,data/TAMPAR/id_11_20230523_171500.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160510.jpg,data/TAMPAR/id_14_20230523_191156.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160514.jpg,data/TAMPAR/id_13_20230524_102435.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160518.jpg,data/TAMPAR/id_03_20230523_160643.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160526.jpg,data/TAMPAR/id_26_20230524_104342.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160533.jpg,data/TAMPAR/id_27_20230524_102350.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160538.jpg,data/TAMPAR/id_25_20230523_185647.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160543.jpg,data/TAMPAR/id_18_20230524_095906.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_160547.jpg,data/TAMPAR/id_18_20230524_104600.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162354.jpg,data/TAMPAR/id_02_20230523_155203.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162359.jpg,data/TAMPAR/id_26_20230523_172256.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162403.jpg,data/TAMPAR/id_21_20230524_102556.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162408.jpg,data/TAMPAR/id_07_20230523_160803.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162414.jpg,data/TAMPAR/id_11_20230523_191348.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162419.jpg,data/TAMPAR/id_06_20230523_141659.jpg
train,data/TAMPAR/id_00_20230512_102318.jpg,data/TAMPAR/id_00_20230523_162423.jpg,data/TAMPAR/id_01_20230523_160454.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_18_20230523_185619.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230512_102353.jpg,data/TAMPAR/id_12_20230524_095702.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230512_102406.jpg,data/TAMPAR/id_10_20230524_104504.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230512_102417.jpg,data/TAMPAR/id_12_20230524_102103.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230512_102428.jpg,data/TAMPAR/id_07_20230523_162517.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141303.jpg,data/TAMPAR/id_05_20230523_162240.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141309.jpg,data/TAMPAR/id_10_20230524_104524.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141314.jpg,data/TAMPAR/id_25_20230523_172621.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141321.jpg,data/TAMPAR/id_14_20230524_101959.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141332.jpg,data/TAMPAR/id_04_20230523_160734.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141341.jpg,data/TAMPAR/id_26_20230523_191251.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141354.jpg,data/TAMPAR/id_13_20230524_103741.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141401.jpg,data/TAMPAR/id_25_20230524_102024.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230516_141419.jpg,data/TAMPAR/id_20_20230524_100724.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155059.jpg,data/TAMPAR/id_27_20230524_102355.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155106.jpg,data/TAMPAR/id_28_20230523_190027.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155111.jpg,data/TAMPAR/id_12_20230524_095705.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155115.jpg,data/TAMPAR/id_05_20230523_160607.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155122.jpg,data/TAMPAR/id_05_20230523_160607.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_155133.jpg,data/TAMPAR/id_05_20230523_141420.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160510.jpg,data/TAMPAR/id_09_20230523_162755.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160514.jpg,data/TAMPAR/id_23_20230523_172832.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160518.jpg,data/TAMPAR/id_16_20230523_172049.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160526.jpg,data/TAMPAR/id_23_20230524_103821.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160533.jpg,data/TAMPAR/id_02_20230523_160402.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160538.jpg,data/TAMPAR/id_01_20230516_142029.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160543.jpg,data/TAMPAR/id_14_20230524_101952.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_160547.jpg,data/TAMPAR/id_04_20230523_160738.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162354.jpg,data/TAMPAR/id_08_20230523_155330.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162359.jpg,data/TAMPAR/id_24_20230524_104710.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162403.jpg,data/TAMPAR/id_16_20230523_185728.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162408.jpg,data/TAMPAR/id_16_20230524_101630.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162414.jpg,data/TAMPAR/id_10_20230524_102519.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162419.jpg,data/TAMPAR/id_01_20230516_142710.jpg
train,data/TAMPAR/id_00_20230512_102328.jpg,data/TAMPAR/id_00_20230523_162423.jpg,data/TAMPAR/id_25_20230524_100554.jpg
train,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_00_20230512_102353.jpg,data/TAMPAR/id_18_20230523_185623.jpg
train,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_00_20230512_102406.jpg,data/TAMPAR/id_28_20230524_105017.jpg
train,data/TAMPAR/id_00_20230512_102342.jpg,data/TAMPAR/id_00_20230512_102417.jpg,data/TAMPAR/id_23_20230524_100918.jpg
