image_path,label,split,ocr_text,ocr_confidence
data/drive/id_103_IMG_20251017_145053(1).jpg,id_103,gallery,"1 1 2 ! 1 vzzooggv21 777 14nteo4th 03721 80651uys # 71 1 43nT Bleh353 0L Gnun 8] 9r7 , No Szuzielvite ZLeudl , 8 OL/CO ZL6O?LL ISzozropreo 67 0 ada WII 1 1 31L IPJO1 3 : VAL Iejol 9LMO9SI9LLEE 4 Jeu I 1 7 JH /ejol Viari] 0SL/9 1 0S QioAx Jpani 3 L 26 0 89 91 : 1 VAL IH asea 20*21 68*88""E0 Iaj Jne} {Pada 307 8 88 8L 8 1 JH Oplieuiluo) ieiol IHnOJ1HQHFh 9 3 8 Vc'8 % 02 Cr 01 1 Izz *Ju0u9bi 0S28L -J Lle 87 H H) LH ) LH ) JnijyJinvhJ 304 F4 1617 osiuay lasiuloy pilqnd J HoL Xld % Xud 3 9 0040i[ (4,t 2 Iiu EMua I( (ad : 1 4JnihJ77 I3J8vw 3102] 1 059614LcIE6+ [0 ""ridul 6 unojiuauvi 0 1 quioioiliey: 1 1",0.4171949650059382
data/drive/id_103_IMG_4794.jpg,id_103,gallery,,0.0
data/drive/id_103_IMG_20251017_144942.jpg,id_103,gallery,LL 1 @v 1m 6 4 amenager interieur; exterieurs et ace;,0.5458800045458063
data/drive/id_103_IMG_20251017_145005.jpg,id_103,gallery,"chantereine Desi inatoire Tol IARDRICOURT 3 ECOLe MARCEL LACHIVER 134749650 3 Dn DEARTFRETAM n Deear Z Prix Prix Tot 14 RUE CHANTEREINE Public Remise  Remise Ligi 1 € HT € HT €H F _ 78250 gement: 221 L3 311 P 10,43 20 % HARDRICOURI Total Commande HT 8 6 ExpeditOur Tcl. = 1 78 LDE 03 08. 39.17 . 07 : Base HT TVA de Kyolo 50 16 6,8 0 92 67150 Erstein 8 EXP_3747760360475 Total HT 1 Total TVA Total TTC 1 1 DPD 0371072025 11c0972 11c0972 30/09/2025 03/10 3 Colls 1143546 Lot prep 740108 Ecole Marcel LACHIVER FR 14 rue Chantereine 78250 HarORICOURT 1 FRANCE 1245600224 1 4 7 L FR1145546C rue",0.6886894862346379
data/drive/id_103_IMG_20251017_145042.jpg,id_103,gallery,2 Fe ASL  4 1 H 0 E 1 3 1 1 0 1 1 # 2 3 2 5 2 3 2 3 2 8 1 1 1 8 1 ] ] 1 1 1 1 1 1 1 1 8 1 3,0.4684790441120254
data/drive/id_103_IMG_20251017_145053.jpg,id_103,gallery,"1 1 2 ! 1 vzzooggv21 777 14nteo4th 03721 80651uys # 71 1 43nT Bleh353 0L Gnun 8] 9r7 , No Szuzielvite ZLeudl , 8 OL/CO ZL6O?LL ISzozropreo 67 0 ada WII 1 1 31L IPJO1 3 : VAL Iejol 9LMO9SI9LLEE 4 Jeu I 1 7 JH /ejol Viari] 0SL/9 1 0S QioAx Jpani 3 L 26 0 89 91 : 1 VAL IH asea 20*21 68*88""E0 Iaj Jne} {Pada 307 8 88 8L 8 1 JH Oplieuiluo) ieiol IHnOJ1HQHFh 9 3 8 Vc'8 % 02 Cr 01 1 Izz *Ju0u9bi 0S28L -J Lle 87 H H) LH ) LH ) JnijyJinvhJ 304 F4 1617 osiuay lasiuloy pilqnd J HoL Xld % Xud 3 9 0040i[ (4,t 2 Iiu EMua I( (ad : 1 4JnihJ77 I3J8vw 3102] 1 059614LcIE6+ [0 ""ridul 6 unojiuauvi 0 1 quioioiliey: 1 1",0.4171949650059382
data/drive/id_103_IMG_20251017_145024.jpg,id_103,gallery,"n 81 vzzooggvZ ! 2. 01 44 8 SLTU9CIguTLE 42 DzoLC ada OL Imc DAL J0jol ""3u53,""s44p IhiDO1 307 700 2L 4 0 VAL Tynojiuduvh? 90084uo3i 0528L ~ J T o Ceo JniJuanyhj Jnu Fi 82 deu 2 Dd Jod LL€ € u 4a Mo Iaaihjv] 7328v441022 1inozij9av qujconueu? HM^IHIV7 /o3i8w Jiuja N737 y 3 307 7T 1 Q 1""00ju044  07cj Woru Hniko 1"" 0303 uoloi WIVI [ 2ilo aznaigoic Zl6ojLL Ol/eo",0.20915596064004996
data/drive/id_103_IMG_20251017_144924.jpg,id_103,gallery,nC 1 rul 1 I AARORICOURT nan Dpd( dmeone 70260 (a/rugicnuai Jele 03n10 TuNi,0.21879972938266473
data/drive/id_103_IMG_20251017_145003.jpg,id_103,gallery,chantereine {ARDRICOURT 177anh ECOLE MAACEL LACHiveR Pnz Tot Prz Remiae Remle6 Lgi L3 311 Public HT H HT c 14 Rue CHANTEREINE igemant: 221 78 410/J F _ 78250 Tolai Comnmande HT HARDRICOURT 0J - QH 30.17 07 Botc HT 662 LDE rue de 6415098 Kzolo Total HT Total EXP.3147761360475 Total TTC ElLz 8 DPD 11c0972 1168c09172125 03/10 3 Colis 1143546 Lol prep 740108 FR Ecole Marcel LACHIVER 14 rue Chantereine 78250 HARDRICOURT FRANCE 1245600224 4 FR1143546C TVA 0 J 1 1 1 1,0.6259614584201462
data/drive/id_103_IMG_20251017_144932.jpg,id_103,gallery,6*D E 4 8 12 1 2 1 4 2 ] 1 J 9 2 0 0 1 I 1 0 5,0.3346834728082961
data/drive/id_103_IMG_20251017_145043(1).jpg,id_103,gallery,8 Lancoooyt+ 7247 ZLGOJL4 1 OTT ( oc {00e n po0 HFLe A Hean Eelnmtat odo 238 3 3 2 p e [ 0j ~ H 233 2 2 E : 3 1 3 3 0 2 1 2 2 2 H 1 1 3 4 3 18 { 3 2 3 2 736 4 77037 LJa 49i 8 a4o ] 1 1 3 1 1 [ 1 8 1 7 I L ] 1 1 0 1 1 1 1 8 0 1 3,0.4084909580990531
data/drive/id_103_IMG_20251017_145030(1).jpg,id_103,gallery,"842? G J34IHOV7 Ia3JEW &0j3 Ni3ISY3 05L29 10 24 8c 88 c(o) cc+ 731V414 equeudois oinoi Jnod O104y &p &nj Jodviiqg) idiiibbuo) Qjioa ioijciuo) sva /31/524, 'uoiioiioiui 649341 307 SMONAF a3SOTN3 abed SLNAWOSoa Zl20",0.20153410182353784
data/drive/id_103_IMG_20251017_145029(1).jpg,id_103,query,J3nhotiseniea 2L69vo 73444; #Ac 74844 0717#luin) Imulsanadt 3 fnt 4al 307 bbed 70 0 | Sntoni-/? 03so13 3 SLNawajOO,0.15911168952736476
data/drive/id_103_IMG_20251017_144926.jpg,id_103,query,3e 8 3 ECQLE FRAACe 1 3 1 1 1 7 1 aco97e Lcaer Aacel Aardecqurt 97,0.3628938441876421
data/drive/id_103_IMG_20251017_145029.jpg,id_103,query,J3nhotiseniea 2L69vo 73444; #Ac 74844 0717#luin) Imulsanadt 3 fnt 4al 307 bbed 70 0 | Sntoni-/? 03so13 3 SLNawajOO,0.15911168952736476
data/drive/id_103_IMG_20251017_145030.jpg,id_103,query,"842? G J34IHOV7 Ia3JEW &0j3 Ni3ISY3 05L29 10 24 8c 88 c(o) cc+ 731V414 equeudois oinoi Jnod O104y &p &nj Jodviiqg) idiiibbuo) Qjioa ioijciuo) sva /31/524, 'uoiioiioiui 649341 307 SMONAF a3SOTN3 abed SLNAWOSoa Zl20",0.20153410182353784
data/drive/id_103_IMG_20251017_144919.jpg,id_103,query,"haterene ARDR CCURT Iu ancr Lactv a Pt Pak RUE ChaatErenE Fupbe Pe CAt TAt F _ 78250 = 22"" L3 311 HARDRICOURT BiE 78 Lol 3""7 + nde Avolo 67150 Ecter ExP_374776/360475 7o Ft Teta} TVA Tota TTC DPD 11c0972 71c0972 30/09/2025 03/10 3 Colts 814354 L Dep 840108 Ecoit Marcei LACHIVER FR n Cnaatereiue 78250 Kaadricqurt Erancs 1245600224 4 FR114-546C",0.37459511981164295
data/drive/id_103_IMG_20251017_144950.jpg,id_103,query,"F 5 35 0 E 1 "" 1 1 9",0.3613898229311537
data/drive/id_103_IMG_20251017_145049(1).jpg,id_103,query,"1 1 2 1 Vzzo0gg121 1 T7e Leacoboyth 8221 3013431824]3* 12 1 BZnkoY Rle,/ 21673 e1C7L dadm 8] 9987L1 5i803 Szozi6002 ULEI3LL 8 OL/CO ZL6O?LL Ezoziopco dda !II 1 Ji 31L Ie1ol SLAU9U9LLFLC ax : VAL /ezol I U IH /ejo1 440530 ""3005449 L 11 1 26 0 $JoL 0C 301 1 VAL Jhosd 20""4 G""08 E0 1"" L IDrr] 8 8 8 1 1H ""puvlliwo? [VJO] nojiuquuh| 8L { 8 Rc' 07 Cp 01 OSZ8L -J 9 1 izz {uoluobi Jnijuiinvkj J04 Fi ile 8 W HJ LH) Josjwod J44na 1047 psqluod i 10L Xud Xud 8 3 Hei0) Iu 83 Hinhjy7 1794v0310j} 4u Irminma 0 UJ,hu : #becier : 1ynojiyayvt quibjoiuby"" 8 1",0.3250416438914229
data/drive/id_103_IMG_20251017_145027(1).jpg,id_103,query,"2 042 1no31a5 087 Feater 103 J31HDV7 IejJeW 8/033 NIaIsY3 05LL9 L0 LL GE 98 E(o) €E+ 731VJ11 aueudeis Jin01 OloKy &p anj Joiiiosuo) Jm10^ Joijeiuoj sed 731/534,u 'UOiJewJOLui 5ap2a7 s0gaiiod 307 obed Snoni-/3 a3SOTON3 SLNawnooa unod",0.2969865578783954
data/drive/id_103_IMG_20251017_145012(1).jpg,id_103,query,E 0 2 Iwh,0.5339378570791173
data/drive/id_103_IMG_20251017_145038.jpg,id_103,query,6 3e 0 3 0 5 } 3 m E2/ Goa nco sawutledtua Ru Modtr Dla (d CierJW Taa Ead WJaru 0 /n EIU 174 L4 4O t 0 9 1 eee E4M e6 KiReF Fad 9 3 EC ] 0 1 3 1 2 [ 1,0.22719971892414012
data/drive/id_103_IMG_20251017_145043.jpg,id_103,query,8 Lancoooyt+ 7247 ZLGOJL4 1 OTT ( oc {00e n po0 HFLe A Hean Eelnmtat odo 238 3 3 2 p e [ 0j ~ H 233 2 2 E : 3 1 3 3 0 2 1 2 2 2 H 1 1 3 4 3 18 { 3 2 3 2 736 4 77037 LJa 49i 8 a4o ] 1 1 3 1 1 [ 1 8 1 7 I L ] 1 1 0 1 1 1 1 8 0 1 3,0.4084909580990531
data/drive/id_103_IMG_20251017_145024(1).jpg,id_103,query,"n 81 vzzooggvZ ! 2. 01 44 8 SLTU9CIguTLE 42 DzoLC ada OL Imc DAL J0jol ""3u53,""s44p IhiDO1 307 700 2L 4 0 VAL Tynojiuduvh? 90084uo3i 0528L ~ J T o Ceo JniJuanyhj Jnu Fi 82 deu 2 Dd Jod LL€ € u 4a Mo Iaaihjv] 7328v441022 1inozij9av qujconueu? HM^IHIV7 /o3i8w Jiuja N737 y 3 307 7T 1 Q 1""00ju044  07cj Woru Hniko 1"" 0303 uoloi WIVI [ 2ilo aznaigoic Zl6ojLL Ol/eo",0.20915596064004996
data/drive/id_103_IMG_20251017_145012.jpg,id_103,query,E 0 2 Iwh,0.5339378570791173
data/drive/id_103_IMG_20251017_145033(1).jpg,id_103,query,1 1 { 1 1 72009972 93 OL/80 37 ded Ceas  '#a et],0.3650352362298102
data/drive/id_103_IMG_20251017_145049.jpg,id_103,query,"1 1 2 1 Vzzo0gg121 1 T7e Leacoboyth 8221 3013431824]3* 12 1 BZnkoY Rle,/ 21673 e1C7L dadm 8] 9987L1 5i803 Szozi6002 ULEI3LL 8 OL/CO ZL6O?LL Ezoziopco dda !II 1 Ji 31L Ie1ol SLAU9U9LLFLC ax : VAL /ezol I U IH /ejo1 440530 ""3005449 L 11 1 26 0 $JoL 0C 301 1 VAL Jhosd 20""4 G""08 E0 1"" L IDrr] 8 8 8 1 1H ""puvlliwo? [VJO] nojiuquuh| 8L { 8 Rc' 07 Cp 01 OSZ8L -J 9 1 izz {uoluobi Jnijuiinvkj J04 Fi ile 8 W HJ LH) Josjwod J44na 1047 psqluod i 10L Xud Xud 8 3 Hei0) Iu 83 Hinhjy7 1794v0310j} 4u Irminma 0 UJ,hu : #becier : 1ynojiyayvt quibjoiuby"" 8 1",0.3250416438914229
data/drive/id_103_IMG_20251017_145042(1).jpg,id_103,query,2 Fe ASL  4 1 H 0 E 1 3 1 1 0 1 1 # 2 3 2 5 2 3 2 3 2 8 1 1 1 8 1 ] ] 1 1 1 1 1 1 1 1 8 1 3,0.4684790441120254
data/drive/id_103_IMG_20251017_144947.jpg,id_103,query,neolw KdoJz poediaci 1 0 1 Jaded3240 1 E 1 0 < : 1 0,0.31790850389605
data/drive/id_103_IMG_20251017_145027.jpg,id_103,query,"2 042 1no31a5 087 Feater 103 J31HDV7 IejJeW 8/033 NIaIsY3 05LL9 L0 LL GE 98 E(o) €E+ 731VJ11 aueudeis Jin01 OloKy &p anj Joiiiosuo) Jm10^ Joijeiuoj sed 731/534,u 'UOiJewJOLui 5ap2a7 s0gaiiod 307 obed Snoni-/3 a3SOTON3 SLNawnooa unod",0.2969865578783954
data/drive/id_103_IMG_4795.jpg,id_103,query,1  1,0.24246994886668224
data/drive/id_103_IMG_20251017_145038(1).jpg,id_103,query,6 3e 0 3 0 5 } 3 m E2/ Goa nco sawutledtua Ru Modtr Dla (d CierJW Taa Ead WJaru 0 /n EIU 174 L4 4O t 0 9 1 eee E4M e6 KiReF Fad 9 3 EC ] 0 1 3 1 2 [ 1,0.22719971892414012
data/drive/id_103_IMG_20251017_145005(1).jpg,id_103,query,"chantereine Desi inatoire Tol IARDRICOURT 3 ECOLe MARCEL LACHIVER 134749650 3 Dn DEARTFRETAM n Deear Z Prix Prix Tot 14 RUE CHANTEREINE Public Remise  Remise Ligi 1 € HT € HT €H F _ 78250 gement: 221 L3 311 P 10,43 20 % HARDRICOURI Total Commande HT 8 6 ExpeditOur Tcl. = 1 78 LDE 03 08. 39.17 . 07 : Base HT TVA de Kyolo 50 16 6,8 0 92 67150 Erstein 8 EXP_3747760360475 Total HT 1 Total TVA Total TTC 1 1 DPD 0371072025 11c0972 11c0972 30/09/2025 03/10 3 Colls 1143546 Lot prep 740108 Ecole Marcel LACHIVER FR 14 rue Chantereine 78250 HarORICOURT 1 FRANCE 1245600224 1 4 7 L FR1145546C rue",0.6886894862346379
data/drive/id_103_IMG_20251017_144940.jpg,id_103,query,3 LI 8 I4 1 1 1 1 1 2 3~ 1 @ Cesz Ee€ 243 isesc 2c2-,0.45584281966878265
data/drive/id_103_IMG_20251017_144945.jpg,id_103,query,92 6 J { 1 Kd,0.41583331632256804
data/drive/id_104_IMG_20240828_171313_366.jpg,id_104,gallery,"3 ORY1 1.07 Kgs 13/08 Dominique Chesneau 125 B Rue de Ia Fontaine 26230 Reauville France FR2507915849 DRO6 CYCLE 1 8 /ONI 8 8 CA A15 {1r250/915849 Cyc BLQ1 LyS8 Rvn ""11-(14) E016 K-01",0.7771396460479899
data/drive/id_104_IMG_20240813_161028_783.jpg,id_104,query,"~0 11414) 2 0 0 1 2 02"" Mt {Ri531na CYCLE ""CAA1S",0.3430402556049635
data/drive/id_104_IMG_20240813_161024_675.jpg,id_104,query,"3 ORY1 1.07 Kgs 13/08 Dominique Chesneau 125 B Rue de Ia Fontaine 26230 Reauville France FR2507915849 DRO6 CYCLE 1 8 /ONI 8 8 CA A15 {1r250/915849 Cyc BLQ1 LyS8 Rvn ""11-(14) E016 K-01",0.7771396460479899
data/drive/id_105_IMG_20251012_154930_363.jpg,id_105,gallery,"107 8, 6  a ifna 404 {i0i Asino 0",0.31205216110913203
data/drive/id_105_IMG_20251012_154930_258.jpg,id_105,query,"s0 433X 1i05404} ""4v39 Mim ""oo^ 4^01 0oa 40oa 8  6 9 6 3 M Jaiva40 J4V4S ""3401 Lnsund Ldods 1 1 1 8 1 1",0.3173553430513055
data/drive/id_106_IMG_20251020_141630_BURST20.jpg,id_106,gallery,~ks Rok 30 63 02kna ? JMext,0.25322849587857393
data/drive/id_106_IMG_20251020_141624_BURST6.jpg,id_106,gallery,3 4 ue 64 Ma Cc br O 1 1 A oq 1 cawi #Daq 1 Jok noq Kon? Fooq with 8 aa vaking 0o noedu with,0.3798174080500662
data/drive/id_106_IMG_20251020_141624_BURST15.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141617_BURST7.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141630_BURST8.jpg,id_106,gallery,Nim c 68 Muyuiv,0.12386727047948848
data/drive/id_106_IMG_20251020_141624_BURST3.jpg,id_106,gallery,6 0 F 7 S 8 VD U ue I ct ba 0 1 cun 1 031 oq ^ ~pac 'du 1 cok poq Mal Mana ooq 1 with 8 aking 0o uoedu with,0.4489092208200384
data/drive/id_106_IMG_20251020_141617_BURST12.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141624_BURST20.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141624_BURST5.jpg,id_106,gallery,E 3 4e 0 4i6 6 uC 646 0x 4 br 1 Lutxo 3 Mjoaa oq edul 3 1 90q Moy Kioao rooq Wt 8 aaking 0o qocdu wlth,0.3748774478614143
data/drive/id_106_IMG_20251020_141617_BURST6.jpg,id_106,gallery,81 d 6 # 8 1 0 3 'edusi ug = 0 1 8 isduu,0.4801337625921226
data/drive/id_106_IMG_20251020_141617_BURST18.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141617_BURST13.jpg,id_106,gallery,"""87"" 8 8",0.3463692735358673
data/drive/id_106_IMG_20251020_141624_BURST16.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141624_BURST14.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141624_BURST7.jpg,id_106,gallery,6 3 E 4# 5 U6 64 ~x 66 br 0 3 A Roq duli Opecte L aok poq KO4O Mak 'ooq wit 8 Zaking 0o noedu wlth,0.380790406638281
data/drive/id_106_IMG_20251020_141630_BURST7.jpg,id_106,gallery,"Jum q dul 0 E 3 8 ""v",0.346431598130925
data/drive/id_106_IMG_20251020_141617_BURST1.jpg,id_106,gallery,"'872 1 Yos 0 ^ 9 ""4i6 175 VI UC ! 1 '1343  8 0 3 6 8 ppcdu 1 !",0.31758791388814117
data/drive/id_106_IMG_20251020_141617_BURST9.jpg,id_106,gallery,'813 J 2 ; 2 podu 1 wltht,0.46951527182921987
data/drive/id_106_IMG_20251020_141617_BURST10.jpg,id_106,gallery,'81 03 a 9 7 46 1 6 8 Qoadu Opac,0.34727528271774183
data/drive/id_106_IMG_20251020_141617_BURST5.jpg,id_106,gallery,80 8 d 6 6 ^ 6 Y 0 6 1 0 8 1 8 6 8 poedu npact} aking 2 0 with,0.5857315640286813
data/drive/id_106_IMG_20251020_141617_BURST4.jpg,id_106,gallery,4 8} 84 78 89 8 7 4 64 A D 0 0 6 9 uata  ! ooq Kueta  8 edu 1 $,0.36778089416028814
data/drive/id_106_IMG_20251020_141624_BURST17.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141630_BURST12.jpg,id_106,gallery,Mnnt,0.05894806608557701
data/drive/id_106_IMG_20251020_141607_BURST20.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141630_BURST17.jpg,id_106,gallery,"60 04 ""ks 646 pk I MeW!",0.18841768361589262
data/drive/id_106_IMG_20251020_141624_BURST4.jpg,id_106,gallery,~ 6 S &e C 6 5 44n ue ct be K Or 1 Gujyes ^ Qeae oq 1 #pacte edwl | 82% Jok poq Mak Kiana Jooq with 8 A  vaking: 0o noedu with,0.4192935176992084
data/drive/id_106_IMG_20251020_141624_BURST10.jpg,id_106,gallery,"S F e 41 ue 625, 1 VeEu Ners noq edusi J 309 Kuane ooq 6 eking: 0o ocdu Mth",0.32146916678355864
data/drive/id_106_IMG_20251020_141630_BURST16.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141624_BURST12.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141617_BURST19.jpg,id_106,gallery,,0.0
data/drive/id_106_IMG_20251020_141630_BURST2.jpg,id_106,query,8 t 8 Halmv 4u Y0l 8 033 Wltht 1 5 ngw 1 1 Aevl,0.46037921951166916
data/drive/id_106_IMG_20251020_141630_BURST11.jpg,id_106,query,,0.0
data/drive/id_106_IMG_20251020_141624_BURST8.jpg,id_106,query,6 S F VC 4Ja ue F tt br 0 1 Bunt jono 4 noq 3 edui 4pas  7 Rx : Joc Doq Kjena Mak ooq 4 with 8 Jaking 0o Joedu with,0.4115293478795452
data/drive/id_106_IMG_20251020_141617_BURST15.jpg,id_106,query,,0.0
data/drive/id_106_IMG_20251020_141630_BURST6.jpg,id_106,query,7g 4 4 8 0 QIM Jq 70 M oe: Yot 8 2 1 Ks 1 1 4ew,0.38545592041793425
data/drive/id_106_IMG_20251020_141630_BURST18.jpg,id_106,query,4 2 8 6 ~t evo 4 ~xok 4 4HM Jo Xo '122 bor saryE akins ana # v <& v wh 2 Making ks 6uG ixew,0.41905939443090134
data/drive/id_106_IMG_20251020_141630_BURST1.jpg,id_106,query,8 0 4IM Jq 40 Aof Set S Vth 1 5 nce 1 4s 1 B 4en,0.47567390564457446
data/drive/id_106_IMG_20251020_141617_BURST16.jpg,id_106,query,,0.0
data/drive/id_106_IMG_20251020_141617_BURST17.jpg,id_106,query,,0.0
data/drive/id_106_IMG_20251020_141630_BURST10.jpg,id_106,query,"8 0 Aan, 5 1 Met",0.48435540093722573
data/drive/id_106_IMG_20251020_141624_BURST19.jpg,id_106,query,,0.0
data/drive/id_106_IMG_20251020_141617_BURST14.jpg,id_106,query,,0.0
